sku,upc,prod_title,category,msrp_price,customer_price,qty_in_stock,description,brand,specification,images,pdfs
APA90US,,90W AC Semi-Slim Laptop Chargr,Hardware,N/A,N/A,1,90W AC Semi-Slim Laptop Chargr,N/A,,https://a5it.com/product/targus-90w-ac-semi-slim-laptop-chargr/APA90US,
910-007055,,Design Coll Wrls Mouse Cotton,Hardware,N/A,N/A,1,Design Coll Wrls Mouse Cotton,N/A,,https://a5it.com/product/logitech-design-coll-wrls-mouse-cotton/910-007055,
VS221VGA2HD,,"StarTech VS221VGA2HD HDMI + VGA AV Converter Switch | 1080p, TAA",Hardware,N/A,N/A,1,"StarTech VS221VGA2HD HDMI + VGA AV Converter Switch | 1080p, TAA",N/A,,https://a5it.com/product/startech-hdmi-plus-vga-av-conv-swch-taa/VS221VGA2HD,
952-000088,,"Logitech Tap IP White Conference Controller | Touch Control, Enterprise",Hardware,N/A,N/A,1,"Logitech Tap IP White Conference Controller | Touch Control, Enterprise",N/A,,https://a5it.com/product/logitech-tap-ip-white/952-000088,
GSM4248P-100NAS,,Netgear M4250 GSM4248P-100NAS 40G8F PoE+ Managed Switch | Enterprise AV,Hardware,N/A,N/A,1,Netgear M4250 GSM4248P-100NAS 40G8F PoE+ Managed Switch | Enterprise AV,N/A,,https://a5it.com/product/netgear-m4250-40g8f-poe-plus-mngd-sw/GSM4248P-100NAS,
A70PHUT#ABA,,HP Pro 400 G9 SFF i5-14500 16 GB 256 GB SSD | Business Desktop,Hardware,N/A,N/A,1,HP Pro 400 G9 SFF i5-14500 16 GB 256 GB SSD | Business Desktop,N/A,,https://a5it.com/product/hp-excess-400-g9-sff-i5-16g-256g/A70PHUT%23ABA,
AP7801B,,Rack PDU Metered 1U 20A 120V,Hardware,N/A,N/A,1,Rack PDU Metered 1U 20A 120V,N/A,,https://a5it.com/product/apc-rack-pdu-metered-1u-20a-120v/AP7801B,
VX2728J,,"ViewSonic VX2728J 27"" 1080p 165Hz Monitor | Gaming, FreeSync",Hardware,N/A,N/A,1,"ViewSonic VX2728J 27"" 1080p 165Hz Monitor | Gaming, FreeSync",N/A,,https://a5it.com/product/viewsonic-27-omni-1080p-ergogmngmon/VX2728J,
V11HA81020,,"Epson PowerLite 760W 4,100 Lumens WXGA Laser Projector | Ultra Short-Throw",Hardware,N/A,N/A,1,"Epson PowerLite 760W 4,100 Lumens WXGA Laser Projector | Ultra Short-Throw",N/A,,https://a5it.com/product/epson-powerlite-760w-laser-proj/V11HA81020,
SMX750CNC,,"APC Smart-UPS X 750VA Rack/Tower LCD 120V | Rack Mount UPS, SmartConnect",Hardware,N/A,N/A,1,"APC Smart-UPS X 750VA Rack/Tower LCD 120V | Rack Mount UPS, SmartConnect",N/A,,https://a5it.com/product/apc-750va-smart-ups-x-rack-tower/SMX750CNC,
920-012425,,Logitech MK955 Signature Slim Combo Wireless Keyboard Mouse | Business,Hardware,N/A,N/A,1,Logitech MK955 Signature Slim Combo Wireless Keyboard Mouse | Business,N/A,,https://a5it.com/product/logitech-mk955-signature-slim-combo/920-012425,
910-004908,,"Logitech M330 Silent Plus Grey Wireless Mouse | Silent Clicks, Ergonomic",Hardware,N/A,N/A,1,"Logitech M330 Silent Plus Grey Wireless Mouse | Silent Clicks, Ergonomic",N/A,,https://a5it.com/product/logitech-m330-silent-plus-grey/910-004908,
5PX2000RTG2,,"Eaton 5PX 2000 RT2U G2 1950 VA UPS | Rack Mount, Enterprise",Hardware,N/A,N/A,1,"Eaton 5PX 2000 RT2U G2 1950 VA UPS | Rack Mount, Enterprise",N/A,,https://a5it.com/product/eaton-eaton-5px-2000-rt2u-g2/5PX2000RTG2,
960-001398,,"Logitech Rally Plus System w/ White Mics | Large Room VC, Enterprise",Hardware,N/A,N/A,1,"Logitech Rally Plus System w/ White Mics | Large Room VC, Enterprise",N/A,,https://a5it.com/product/logitech-rally-plus-system-w-white-mics/960-001398,
PDU41001,,Switched PDU 15A 120V NEMA 5-15P input 8 NEMA 5-15R output 12ft cord 1U 3 Year Warranty,Hardware,N/A,N/A,1,Switched PDU 15A 120V NEMA 5-15P input 8 NEMA 5-15R output 12ft cord 1U 3 Year Warranty,N/A,,https://a5it.com/product/cyberpower-switched-pdu-15a-1u-8-out-120v/PDU41001,
910-007282,,M340 Collection (Blue Galaxy),Hardware,N/A,N/A,1,M340 Collection (Blue Galaxy),N/A,,https://a5it.com/product/logitech-m340-mouse-blue-galaxy/910-007282,
UM.HX2AA.201,,"Acer Nitro XV2 27"" QHD 240Hz Gaming Monitor | IPS, HDR400, 1ms",Hardware,N/A,N/A,1,"Acer Nitro XV2 27"" QHD 240Hz Gaming Monitor | IPS, HDR400, 1ms",N/A,,https://a5it.com/product/acer-nitro-xv2-gaming-27-monitor/UM.HX2AA.201,
TAPMSTBASEASU2,,Logitech TAPMSTBASEASU2 Teams Room Base Bundle | Conference Rooms,Hardware,N/A,N/A,1,Logitech TAPMSTBASEASU2 Teams Room Base Bundle | Conference Rooms,N/A,,https://a5it.com/product/logitech-logi-base-mst-rm-no-av-tap-nuc/TAPMSTBASEASU2,
SP-LFF3CLAXXZA,,The Freestyle 2nd gen,Hardware,N/A,N/A,1,The Freestyle 2nd gen,N/A,,https://a5it.com/product/samsung-the-freestyle-2nd-gen/SP-LFF3CLAXXZA,
910-006469,,Logitech Lift Vertical Ergo Mouse White | Vertical Ergonomic Mouse,Hardware,N/A,N/A,1,Logitech Lift Vertical Ergo Mouse White | Vertical Ergonomic Mouse,N/A,,https://a5it.com/product/logitech-lift-vertical-ergo-mouse-white/910-006469,
MSM4352-100NES,,Data Center Switch Netgear M4350-44M4X4V 44-Port 25GbE,Hardware,N/A,N/A,1,Data Center Switch Netgear M4350-44M4X4V 44-Port 25GbE,N/A,,https://a5it.com/product/netgear-52pt-m4350-44m4x4v-mngd-switch/MSM4352-100NES,
N/A,,"SmartOnline 208/230V 3000VA 2.7kW Double-Conversion UPS - 10 Outlets, Extended Run, Card Slot, LCD, USB, DB9, 2U",Hardware,N/A,N/A,1,"SmartOnline 208/230V 3000VA 2.7kW Double-Conversion UPS - 10 Outlets, Extended Run, Card Slot, LCD, USB, DB9, 2U",N/A,,https://a5it.com/product/eaton-ups-3000va-2700w-intl-smart-on/SUINT3000LCD2U,
CSB6012,,"CyberPower Essential Surge CSB6012 6 Outlet 12 ft Cord 1,500 J | Office",Hardware,N/A,N/A,1,"CyberPower Essential Surge CSB6012 6 Outlet 12 ft Cord 1,500 J | Office",N/A,,https://a5it.com/product/cyberpower-essential-surge-6-out-12-cord/CSB6012,
920-009342,,Logitech G512 Carbon LIGHTSYNC RGB Mechanical Keyboard | USB 2.0,Hardware,N/A,N/A,1,Logitech G512 Carbon LIGHTSYNC RGB Mechanical Keyboard | USB 2.0,N/A,,https://a5it.com/product/logitech-g512-carbon-ltsync-rgb-gm-kybd/920-009342,
P72994-005,,"HPE ProLiant DL360 Gen11 6530 8SFF NS204i | Rack Server, Enterprise",Hardware,N/A,N/A,1,"HPE ProLiant DL360 Gen11 6530 8SFF NS204i | Rack Server, Enterprise",N/A,,https://a5it.com/product/hpe-hpe-dl360-g11-6530-8sff-ns204i/P72994-005,
980-001053,,"Logitech Z533 2.1 Speaker System, 60 W RMS, Control Pod | Desktop Speakers",Hardware,N/A,N/A,1,"Logitech Z533 2.1 Speaker System, 60 W RMS, Control Pod | Desktop Speakers",N/A,,https://a5it.com/product/logitech-z533-2-1-speaker-system-w-sub/980-001053,
920-010962,,"Logitech K650 Signature Wireless Keyboard White | Bolt Receiver, Enterprise",Hardware,N/A,N/A,1,"Logitech K650 Signature Wireless Keyboard White | Bolt Receiver, Enterprise",N/A,,https://a5it.com/product/logitech-k650-signature-wrls-kb-wht/920-010962,
USB32DVIPRO,,"StarTech USB 3 to DVI Video Adapter USB32DVIPRO | 2048x1152, USB 3.0",Hardware,N/A,N/A,1,"StarTech USB 3 to DVI Video Adapter USB32DVIPRO | 2048x1152, USB 3.0",N/A,,https://a5it.com/product/startech-usb-3-to-dvi-video-adapter/USB32DVIPRO,
PA762,,"Peerless-AV PA762 Wall Mount for Flat Panel Display | Paramount, Indoor",Hardware,N/A,N/A,1,"Peerless-AV PA762 Wall Mount for Flat Panel Display | Paramount, Indoor",N/A,,https://a5it.com/product/peerless-av-peerless-av-pa762/PA762,
RKCOND17HD,,"17"" Dual Rail TAA",Hardware,N/A,N/A,1,"17"" Dual Rail TAA",N/A,,https://a5it.com/product/startech-17-dual-rail-taa/RKCOND17HD,
K67611WW,,Kensington Locking Eyelet Standard SL 5pk K67611WW | Cable Lock,Hardware,N/A,N/A,1,Kensington Locking Eyelet Standard SL 5pk K67611WW | Cable Lock,N/A,,https://a5it.com/product/kensington-locking-eyelet-standard-sl-5pk/K67611WW,
PEXUSB312A2C2V,,"StarTech PEXUSB312A2C2V 4-Port USB PCIe Card | USB 3.2 Gen 2, TAA",Hardware,N/A,N/A,1,"StarTech PEXUSB312A2C2V 4-Port USB PCIe Card | USB 3.2 Gen 2, TAA",N/A,,https://a5it.com/product/startech-4-pt-usb-pcie-usb-c-usb-a-taa/PEXUSB312A2C2V,
N/A,,"24-Port 1U Rack-Mount STP Shielded Cat6a Feedthrough Patch Panel, RJ45 Ethernet, TAA",Hardware,N/A,N/A,1,"24-Port 1U Rack-Mount STP Shielded Cat6a Feedthrough Patch Panel, RJ45 Ethernet, TAA",N/A,,https://a5it.com/product/eaton-24-port-rackmount-cat6a-shield/N254-024-SH-6A,
N6PATCH15BK10PK,,"StarTech 15 ft CAT6 Cable Pack, Black, Snagless | Ethernet, RJ45",Hardware,N/A,N/A,1,"StarTech 15 ft CAT6 Cable Pack, Black, Snagless | Ethernet, RJ45",N/A,,https://a5it.com/product/startech-15-ft-cat6-cable-pack-black/N6PATCH15BK10PK,
21MV0008US,,Lenovo ThinkBook 14 G7 ARP Ryzen 5 7535HS 8GB 256GB | Business Laptop,Hardware,N/A,N/A,1,Lenovo ThinkBook 14 G7 ARP Ryzen 5 7535HS 8GB 256GB | Business Laptop,N/A,,https://a5it.com/product/lenovo-ts-tb-14-r5-7535hs-8-256-11p/21MV0008US,
8K167AA#ABA,,"HP S7 Pro 738pu 37.5"" WQHD+ TB4 Monitor | Ultrawide, USB-C, Enterprise",Hardware,N/A,N/A,1,"HP S7 Pro 738pu 37.5"" WQHD+ TB4 Monitor | Ultrawide, USB-C, Enterprise",N/A,,https://a5it.com/product/hp-37-5-s7-pro-738pu-wqhd-tb4-m/8K167AA%23ABA,
145B-USBC-HDMI4K-AOC,,30ft USB-C to HDMI Cable,Hardware,N/A,N/A,1,30ft USB-C to HDMI Cable,N/A,,https://a5it.com/product/startech-30ft-usb-c-to-hdmi-cable/145B-USBC-HDMI4K-AOC,
V11HA70020,,"Epson PowerLite L210W Projector | WXGA Laser, 4,500 Lumens",Hardware,N/A,N/A,1,"Epson PowerLite L210W Projector | WXGA Laser, 4,500 Lumens",N/A,,https://a5it.com/product/epson-epson-powerlite-l210w-prjctr/V11HA70020,
PS4C3IA3-USB-C-CARD,,5-Port USB PCIe Card 10Gbps,Hardware,N/A,N/A,1,5-Port USB PCIe Card 10Gbps,N/A,,https://a5it.com/product/startech-5-port-usb-pcie-card-10gbps/PS4C3IA3-USB-C-CARD,
ASF16W1GL,,Targus 4Vu Privacy Screen Filt,Hardware,N/A,N/A,1,Targus 4Vu Privacy Screen Filt,N/A,,https://a5it.com/product/targus-targus-4vu-privacy-screen-filt/ASF16W1GL,
984-001964,,"UE MEGABOOM 4 Speaker Black | Logitech Bluetooth Speaker, Portable",Hardware,N/A,N/A,1,"UE MEGABOOM 4 Speaker Black | Logitech Bluetooth Speaker, Portable",N/A,,https://a5it.com/product/logitech-ue-megaboom-4-speaker-black/984-001964,
USBC-6950PDZ,,7in1 USBC Dual HDMI Dock,Hardware,N/A,N/A,1,7in1 USBC Dual HDMI Dock,N/A,,https://a5it.com/product/plugable-7in1-usbc-dual-hdmi-dock/USBC-6950PDZ,
ST121HD20FXA2,,"StarTech ST121HD20FXA2 4K 60Hz HDMI Fiber Extender | HDR10, HDCP 2.2",Hardware,N/A,N/A,1,"StarTech ST121HD20FXA2 4K 60Hz HDMI Fiber Extender | HDR10, HDCP 2.2",N/A,,https://a5it.com/product/startech-4k-60hz-hdmi-fiber-extender/ST121HD20FXA2,
UNIVCS25-LAPTOP-LOCK,,StarTech UNIVCS25-LAPTOP-LOCK 25 Pack Universal Laptop Lock | Security,Hardware,N/A,N/A,1,StarTech UNIVCS25-LAPTOP-LOCK 25 Pack Universal Laptop Lock | Security,N/A,,https://a5it.com/product/startech-25-pack-universal-laptop-lock/UNIVCS25-LAPTOP-LOCK,
N/A,,"Logitech MeetUp 10M Extender Cable, 950-000005 | USB, Enterprise",Hardware,N/A,N/A,1,"Logitech MeetUp 10M Extender Cable, 950-000005 | USB, Enterprise",N/A,,https://a5it.com/product/logitech-meetup-10m-extender-cable/950-000005,
TPE-115GI,,TRENDnet TPE-115GI Gigabit PoE+ Injector | 1-Port Power Injector,Hardware,N/A,N/A,1,TRENDnet TPE-115GI Gigabit PoE+ Injector | 1-Port Power Injector,N/A,,https://a5it.com/product/trendnet-gigabit-poe-plus-injector/TPE-115GI,
SV211HDUA,,"StarTech SV211HDUA 2-Port HDMI Cable KVM Switch | USB, Audio, Desktop",Hardware,N/A,N/A,1,"StarTech SV211HDUA 2-Port HDMI Cable KVM Switch | USB, Audio, Desktop",N/A,,https://a5it.com/product/startech-2-port-hdmi-cable-kvm-switch/SV211HDUA,
N/A,,Compact Silent Mouse MS355,Hardware,N/A,N/A,1,Compact Silent Mouse MS355,N/A,,https://a5it.com/product/dell-compact-silent-mouse-ms355/MS355-BLK-DAO,
STPM1CART,,"Steelcase STPM1CART Mobile Stand for 55 in Hub 2S | Cart, Enterprise",Hardware,N/A,N/A,1,"Steelcase STPM1CART Mobile Stand for 55 in Hub 2S | Cart, Enterprise",N/A,,https://a5it.com/product/steelcase-mobile-stand-for-55-hub-2s/STPM1CART,
MSTCDP122HD,,StarTech MSTCDP122HD USB-C to 2x HDMI MST Hub | Dual Display,Hardware,N/A,N/A,1,StarTech MSTCDP122HD USB-C to 2x HDMI MST Hub | Dual Display,N/A,,https://a5it.com/product/startech-mst-usb-c-to-2x-hdmi/MSTCDP122HD,
DK30CHDDPPD,,Dual 4K USB C Dock,Hardware,N/A,N/A,1,Dual 4K USB C Dock,N/A,,https://a5it.com/product/startech-dual-4k-usb-c-dock/DK30CHDDPPD,
GXT5-1000LVRT2UXLN,,Vertiv Liebert GXT5 1000VA 120,Hardware,N/A,N/A,1,Vertiv Liebert GXT5 1000VA 120,N/A,,https://a5it.com/product/vertiv-vertiv-liebert-gxt5-1000va-120/GXT5-1000LVRT2UXLN,
MAM242TP1M1099,,"MSI Modern AM242TP 1M-1099US 24"" FHD Touch AIO | Windows 11 Home",Hardware,N/A,N/A,1,"MSI Modern AM242TP 1M-1099US 24"" FHD Touch AIO | Windows 11 Home",N/A,,https://a5it.com/product/msi-modern-am242tp-1m-1099us/MAM242TP1M1099,
SATDUP11,,"StarTech SATDUP11 2.5/3.5 SATA HDD Duplicator TAA | Clone, Erase",Hardware,N/A,N/A,1,"StarTech SATDUP11 2.5/3.5 SATA HDD Duplicator TAA | Clone, Erase",N/A,,https://a5it.com/product/startech-2-53-5-sata-hdd-duplicator-taa/SATDUP11,
N/A,,Logitech RoomMate CollabOS Appliance for Conference Rooms | Video Conferencing,Hardware,N/A,N/A,1,Logitech RoomMate CollabOS Appliance for Conference Rooms | Video Conferencing,N/A,,https://a5it.com/product/logitech-roommate-collabos-appliance/950-000081,
960-001201,,"Logitech MeetUp Bundle with Microphone 120° FOV | ConferenceCam, TAA",Hardware,N/A,N/A,1,"Logitech MeetUp Bundle with Microphone 120° FOV | ConferenceCam, TAA",N/A,,https://a5it.com/product/logitech-meetup-bundle-with-microphone/960-001201,
AM273QAI1UM038,,"MSI Modern AM273Q AI 1UM-038US 27"" QHD i7-155H | All-in-One",Hardware,N/A,N/A,1,"MSI Modern AM273Q AI 1UM-038US 27"" QHD i7-155H | All-in-One",N/A,,https://a5it.com/product/msi-mod-am273q-ai-1um-038us-i7-11h/AM273QAI1UM038,
CUBINUC1M007,,MSI Cubi NUC 1M-007US Core i7-150U 32 GB 1 TB | Mini PC,Hardware,N/A,N/A,1,MSI Cubi NUC 1M-007US Core i7-150U 32 GB 1 TB | Mini PC,N/A,,https://a5it.com/product/msi-cubi-nuc-1m-007us/CUBINUC1M007,
V12H759020,,"Epson DC 07 Document Camera, V12H759020 | Classroom, Visualizer, AV",Hardware,N/A,N/A,1,"Epson DC 07 Document Camera, V12H759020 | Classroom, Visualizer, AV",N/A,,https://a5it.com/product/epson-epson-dc-07-document-camera/V12H759020,
MAM242TP1M1095,,MSI Modern AM242TP 24-inch FHD Touch i5-120U 16 GB 1 TB | Business AIO,Hardware,N/A,N/A,1,MSI Modern AM242TP 24-inch FHD Touch i5-120U 16 GB 1 TB | Business AIO,N/A,,https://a5it.com/product/msi-modern-am242tp-1m-1095us/MAM242TP1M1095,
VX4381-4K,,"ViewSonic VX4381-4K 43"" 4K MVA Monitor | HDMI, DisplayPort",Hardware,N/A,N/A,1,"ViewSonic VX4381-4K 43"" 4K MVA Monitor | HDMI, DisplayPort",N/A,,https://a5it.com/product/viewsonic-43-4k-ultra-hd-mva-monitor/VX4381-4K,
N/A,,"Multi-Device Charging Cart, 32 AC Outlets, Chromebooks and Laptops, Wall-Mount Option, Black.",Hardware,N/A,N/A,1,"Multi-Device Charging Cart, 32 AC Outlets, Chromebooks and Laptops, Wall-Mount Option, Black.",N/A,,https://a5it.com/product/eaton-32-pt-ac-charging-station-cart/CSC32AC,
N/A,,"Netgear AXC761-10000S 1 m Direct Attach SFP+ Cable | ProSafe, 10 GbE",Hardware,N/A,N/A,1,"Netgear AXC761-10000S 1 m Direct Attach SFP+ Cable | ProSafe, 10 GbE",N/A,,https://a5it.com/product/netgear-1m-direct-attach-sfp-cable/AXC761-10000S,
910-006471,,"Logitech LIFT Ergo Mouse for Mac White | Ergonomic Mouse, Wireless",Hardware,N/A,N/A,1,"Logitech LIFT Ergo Mouse for Mac White | Ergonomic Mouse, Wireless",N/A,,https://a5it.com/product/logitech-lift-ergo-mouse-for-mac-wht/910-006471,
N/A,,Chief FCAXV1U XL Fusion Pullout Accessory | Wall Mount Extension,Hardware,N/A,N/A,1,Chief FCAXV1U XL Fusion Pullout Accessory | Wall Mount Extension,N/A,,https://a5it.com/product/chief-chief-xl-fusion-pullout-accs/FCAXV1U,
4X40N18009,,"ThinkPad Sleeve 14""",Hardware,N/A,N/A,1,"ThinkPad Sleeve 14""",N/A,,https://a5it.com/product/lenovo-thinkpad-sleeve-14/4X40N18009,
IESC1G50UP,,"StarTech IESC1G50UP 5-Port Gigabit PoE Switch, 30 W | Industrial TAA",Hardware,N/A,N/A,1,"StarTech IESC1G50UP 5-Port Gigabit PoE Switch, 30 W | Industrial TAA",N/A,,https://a5it.com/product/startech-5-pt-poeplus-switch-30w-taa/IESC1G50UP,
PF380W2B,,"3M PF380W2B 38"" Privacy Filter for Widescreen Monitors | Monitor Privacy",Hardware,N/A,N/A,1,"3M PF380W2B 38"" Privacy Filter for Widescreen Monitors | Monitor Privacy",N/A,,https://a5it.com/product/3m-38-privacy-filter/PF380W2B,
USBC-6950U,,"Plugable USBC-6950U Dual Display Adapter — 4K DP + HDMI for USB-C/USB 3.0 | DisplayLink, Windows",Hardware,N/A,N/A,1,"Plugable USBC-6950U Dual Display Adapter — 4K DP + HDMI for USB-C/USB 3.0 | DisplayLink, Windows",N/A,,https://a5it.com/product/plugable-usbc-3-0-dual-display-adapter/USBC-6950U,
S251BMU313,,USB 3.1 Encl for 2.5 SSD TAA,Hardware,N/A,N/A,1,USB 3.1 Encl for 2.5 SSD TAA,N/A,,https://a5it.com/product/startech-usb-3-1-encl-for-2-5-ssd-taa/S251BMU313,
GOSP32G,,"myGEKOgear 2K 3 Chnl Dash Cam GOSP32G | 3-Channel, GPS Logging",Hardware,N/A,N/A,1,"myGEKOgear 2K 3 Chnl Dash Cam GOSP32G | 3-Channel, GPS Logging",N/A,,https://a5it.com/product/adesso-mygekogear-2k-3-chnl-dash-cam/GOSP32G,
26599-889-999,,"Jabra Evolve2 65 Link380a UC Mono Headset | Bluetooth, Wireless",Hardware,N/A,N/A,1,"Jabra Evolve2 65 Link380a UC Mono Headset | Bluetooth, Wireless",N/A,,https://a5it.com/product/jabra-evolve2-65-link380a-uc-mono/26599-889-999,
K72436AM,,Kensington Wired Keyboard and Mouse Set | USB Desktop Peripherals,Hardware,N/A,N/A,1,Kensington Wired Keyboard and Mouse Set | USB Desktop Peripherals,N/A,,https://a5it.com/product/kensington-wired-keyboard-and-mouse/K72436AM,
GLCSXMM10PST,,"StarTech GLCSXMM10PST 1.25 GbE SFP Module | LC Duplex, 10-Pack",Hardware,N/A,N/A,1,"StarTech GLCSXMM10PST 1.25 GbE SFP Module | LC Duplex, 10-Pack",N/A,,https://a5it.com/product/startech-gigabit-fiber-sfp-trans-mod/GLCSXMM10PST,
WDBPKJ0040BRD-WESN,,"WD My Passport 4TB Red Portable HDD, USB 3.0, Password Protection | Backup",Hardware,N/A,N/A,1,"WD My Passport 4TB Red Portable HDD, USB 3.0, Password Protection | Backup",N/A,,https://a5it.com/product/western-digital-my-passport-hdd-4tb-red/WDBPKJ0040BRD-WESN,
US1GC30B,,"StarTech USB C to Gigabit Adapter US1GC30B | USB 3.1, Ethernet",Hardware,N/A,N/A,1,"StarTech USB C to Gigabit Adapter US1GC30B | USB 3.1, Ethernet",N/A,,https://a5it.com/product/startech-usb-c-to-gigabit-adapter/US1GC30B,
984-001967,,"UE BOOM 4 Speaker Blue by Logitech, Bluetooth Portable Speaker | Wireless Audio",Hardware,N/A,N/A,1,"UE BOOM 4 Speaker Blue by Logitech, Bluetooth Portable Speaker | Wireless Audio",N/A,,https://a5it.com/product/logitech-ue-boom-4-speaker-blue/984-001967,
P2CDD143-KVM-SWITCH,,"StarTech P2CDD143-KVM-SWITCH Dual Monitor DP 1.4 KVM | 8K 60Hz, USB",Hardware,N/A,N/A,1,"StarTech P2CDD143-KVM-SWITCH Dual Monitor DP 1.4 KVM | 8K 60Hz, USB",N/A,,https://a5it.com/product/startech-dual-monitor-dp-1-4-kvm-swch/P2CDD143-KVM-SWITCH,
WDBWLG0200HBK-NESN,,"WD Elements 20TB Desktop Drive | USB 3.0, External HDD, Western Digital",Hardware,N/A,N/A,1,"WD Elements 20TB Desktop Drive | USB 3.0, External HDD, Western Digital",N/A,,https://a5it.com/product/western-digital-wd-elements-20tb-desktop-drive/WDBWLG0200HBK-NESN,
910-005670,,G903 Lightspeed Gaming Mouse,Hardware,N/A,N/A,1,G903 Lightspeed Gaming Mouse,N/A,,https://a5it.com/product/logitech-g903-lightspeed-gaming-mouse/910-005670,
945-000024,,"Logitech PC Pro Flight Rudder Pedals | Flight Sim Controls, PC",Hardware,N/A,N/A,1,"Logitech PC Pro Flight Rudder Pedals | Flight Sim Controls, PC",N/A,,https://a5it.com/product/logitech-pc-pro-flight-rudder-pedals/945-000024,
AMU75US,,"Targus AMU75US Compact Optical Mouse — Retractable USB Cable, Portable | USB, Retractable, Black/Gray",Hardware,N/A,N/A,1,"Targus AMU75US Compact Optical Mouse — Retractable USB Cable, Portable | USB, Retractable, Black/Gray",N/A,,https://a5it.com/product/targus-compact-optical-mouse-blue-tra/AMU75US,
CSP600WSURC2,,"CyberPower 6 Outlet Swivel Wall Tap CSP600WSURC2 1,200 J | USB, Surge",Hardware,N/A,N/A,1,"CyberPower 6 Outlet Swivel Wall Tap CSP600WSURC2 1,200 J | USB, Surge",N/A,,https://a5it.com/product/cyberpower-6-outlet-swivel-wall-tap/CSP600WSURC2,
920-011559,,"Logitech MX Keys S Pale Grey Wireless Keyboard | Backlit, Bluetooth",Hardware,N/A,N/A,1,"Logitech MX Keys S Pale Grey Wireless Keyboard | Backlit, Bluetooth",N/A,,https://a5it.com/product/logitech-logitech-mx-keys-s-pale-grey/920-011559,
910-006945,,MX Anywhere 3S for Mac (Space Grey),Hardware,N/A,N/A,1,MX Anywhere 3S for Mac (Space Grey),N/A,,https://a5it.com/product/logitech-mx-anywhere-3s-for-mac-grey/910-006945,
21N10000US,,Lenovo ThinkPad T14s G6 X1E 32GB 1TB Windows 11 Pro | Business Laptop,Hardware,N/A,N/A,1,Lenovo ThinkPad T14s G6 X1E 32GB 1TB Windows 11 Pro | Business Laptop,N/A,,https://a5it.com/product/lenovo-ts-t14s-g6-x1e-32g-1t-11p/21N10000US,
PF236W9B,,"3M PF236W9B 23.6 in Privacy Filter — Widescreen 23.6 in | Privacy, Anti-Glare",Hardware,N/A,N/A,1,"3M PF236W9B 23.6 in Privacy Filter — Widescreen 23.6 in | Privacy, Anti-Glare",N/A,,https://a5it.com/product/3m-23-6-privacy-filter/PF236W9B,
THZ867GL,,"VersaVu Classic Case for 10.9"" iPad | Targus, Black, Rotating",Hardware,N/A,N/A,1,"VersaVu Classic Case for 10.9"" iPad | Targus, Black, Rotating",N/A,,https://a5it.com/product/targus-versavu-classic-case-for-10-9/THZ867GL,
UM.WW2AA.001,,"Acer 21.5T 1920x1080 AG Touch Monitor | IPS, HDMI, USB",Hardware,N/A,N/A,1,"Acer 21.5T 1920x1080 AG Touch Monitor | IPS, HDMI, USB",N/A,,https://a5it.com/product/acer-21-5t-1920x1080-ag/UM.WW2AA.001,
PAP242P14M641,,"MSI PRO AP242P 14M-641US i7 32GB 1TB 23.8"" FHD | Business AIO",Hardware,N/A,N/A,1,"MSI PRO AP242P 14M-641US i7 32GB 1TB 23.8"" FHD | Business AIO",N/A,,https://a5it.com/product/msi-pro-ap242p-14m-641us-i7-11p/PAP242P14M641,
PEX8S1050,,StarTech PEX8S1050 8-Port PCIe RS232 Card TAA | Serial Adapter,Hardware,N/A,N/A,1,StarTech PEX8S1050 8-Port PCIe RS232 Card TAA | Serial Adapter,N/A,,https://a5it.com/product/startech-8-ptpci-express-rs232-card-taa/PEX8S1050,
CLAW8A2001,,Claw 8 AI+ A2VM001US,Hardware,N/A,N/A,1,Claw 8 AI+ A2VM001US,N/A,,https://a5it.com/product/msi-claw-8-ai-a2vm001us/CLAW8A2001,
960-001697,,"Logitech Rally Board 65 Graphite 960-001697 | 65-inch Touchscreen, Rooms",Hardware,N/A,N/A,1,"Logitech Rally Board 65 Graphite 960-001697 | 65-inch Touchscreen, Rooms",N/A,,https://a5it.com/product/logitech-rally-board-65-graphite/960-001697,
N/A,,Netgear PR460X 6-Port 10G Pro Router with Insight | Enterprise Router,Hardware,N/A,N/A,1,Netgear PR460X 6-Port 10G Pro Router with Insight | Enterprise Router,N/A,,https://a5it.com/product/netgear-6pt-10g-mg-pro-rtr-4y-insight/PR460X-111NAS,
920-010442,,"Logitech G413 SE Wired Gaming Keyboard, TKL, USB | Mechanical, PC",Hardware,N/A,N/A,1,"Logitech G413 SE Wired Gaming Keyboard, TKL, USB | Mechanical, PC",N/A,,https://a5it.com/product/logitech-g413-tklse-wired-game-keyboard/920-010442,
XSM4348CS-100NES,,10GbE Managed Switch | Netgear M4300-48X 48-Port,Hardware,N/A,N/A,1,10GbE Managed Switch | Netgear M4300-48X 48-Port,N/A,,https://a5it.com/product/netgear-m4300-48x-48pt-10gb-mngd-swtch/XSM4348CS-100NES,
943-000776,,Logi G840 XL Gmng MousePad Blk,Hardware,N/A,N/A,1,Logi G840 XL Gmng MousePad Blk,N/A,,https://a5it.com/product/logitech-logi-g840-xl-gmng-mousepad-blk/943-000776,
